Location,TSUM_0,TSUM_1,TSUM_2,TSUM_3,TSUM_4,TSUM_5,TSUM_6,BeginSensitivePhaseHeatStress,EndSensitivePhaseHeatStress,CriticalTemperatureHeatStress,HeatSumIrrigationStart,HeatSumIrrigationEnd,OrganGrowthRespiration_0,OrganGrowthRespiration_1,OrganGrowthRespiration_2,OrganGrowthRespiration_3,OrganMaintenanceRespiration_0,OrganMaintenanceRespiration_1,OrganMaintenanceRespiration_2,OrganMaintenanceRespiration_3,MaxAssimilationRate,MinimumTemperatureForAssimilation,OptimumTemperatureForAssimilation,MaximumTemperatureForAssimilation
156_126,50,107.3086263,71.79098244,94.46181891,106.0443508,212.0887016,13.25554385,262.2260094,379.6057784,35,1,591.69448,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_127,50,115.798208,77.47063217,101.9350422,79.92517526,159.8503505,9.990646908,282.9716773,375.1290577,35,1,534.9794082,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_132,50,113.7440696,76.09638465,100.1268218,131.481536,262.963072,16.435192,277.9520574,421.4488121,35,1,684.4118841,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_133,50,114.7984624,76.80178828,101.0549845,68.68369629,137.3673926,8.585462036,280.528637,361.3389315,35,1,498.706324,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_134,50,107.175949,71.70221945,94.34502551,140.718436,281.436872,17.5898045,261.9017909,413.94163,35,1,695.378502,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_135,50,118.033066,78.96578365,103.9023468,58.37391664,116.7478333,7.29673958,288.4329148,359.2751131,35,1,476.0229464,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_136,106.5112245,444.8409959,297.6048918,391.5853837,37.84749018,75.69498036,4.730936273,1087.041025,1171.878762,35,1,1247.573742,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_137,50,106.5621269,71.29156382,93.80468916,71.95412436,143.9082487,8.994265545,260.4018172,343.6125042,35,1,487.520753,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_138,50,114.8227996,76.81807021,101.0764081,39.47559315,78.9511863,4.934449144,280.5881089,332.192871,35,1,411.1440573,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_139,50,107.7441459,72.08235118,94.84519884,39.45705861,78.91411722,4.932132326,263.2902721,314.1287545,35,1,393.0428718,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_140,50,122.2418228,81.78150123,107.6072384,45.1269903,90.2539806,5.640873788,298.7176938,356.7575527,35,1,447.0115333,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_141,50,105.8238498,70.79764605,93.15479734,52.01950242,104.0390048,6.502437803,258.5977175,321.7957956,35,1,425.8348004,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_142,50,136.2045352,91.12275249,119.8983584,43.11746684,86.23493368,5.389683355,332.8378431,390.343113,35,1,476.5780466,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_143,50,113.7800203,76.12043617,100.1584686,141.2807795,282.561559,17.66009744,278.0399088,431.3397045,35,1,713.9012635,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_144,50,120.5205443,80.62994167,106.0920284,117.647505,235.29501,14.70593813,294.511471,424.8900194,35,1,660.1850294,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_145,50,117.6651201,78.71962266,103.5784508,90.24441488,180.4888298,11.28055186,287.5337794,390.2076084,35,1,570.6964382,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_146,50,123.4044415,82.55930952,108.6306703,77.31965882,154.6393176,9.664957353,301.5587409,391.9140802,35,1,546.5533978,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_147,50,127.4540054,85.2685248,112.1954273,36.30219576,72.60439152,4.53777447,311.4545062,361.2201532,35,1,433.8245448,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_148,50,112.5545263,75.30056343,99.07968863,144.164763,288.329526,18.02059538,275.0452157,431.0995414,35,1,719.4290674,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_149,50,121.1958186,81.08170969,106.68646,141.9166352,283.8332704,17.7395794,296.1616131,450.8806235,35,1,734.7138939,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_150,50,124.5795265,83.34545793,109.6650761,155.0278984,310.0557968,19.3784873,304.4302514,472.617959,35,1,782.6737558,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
156_151,50,114.2624517,76.44318957,100.5831441,35.36137689,70.72275378,4.420172111,279.2188081,326.6501622,35,1,397.372916,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_105,82.24455605,343.491969,229.8009653,302.369691,618.3362286,1236.672457,77.29202858,839.3782624,1493.998854,35,1,2730.671311,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_106,114.3342709,477.5137189,319.4634037,420.3465835,472.1603127,944.3206254,59.02003909,1166.882116,1689.484019,35,1,2633.804644,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_107,50,94.58239498,63.27695443,83.2591505,89.70213885,179.4042777,11.21276736,231.1274019,330.8206388,35,1,510.2249165,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_108,50,118.9077287,79.55094532,104.6722964,90.36478739,180.7295748,11.29559842,290.5702948,393.4957578,35,1,574.2253326,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_109,50,96.184799,64.34898529,84.66971742,125.9410586,251.8821172,15.74263233,235.0431356,371.1445603,35,1,623.0266775,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_110,50,81.08770321,54.24881557,71.38002042,68.81044116,137.6208823,8.601305145,198.1509367,275.5269804,35,1,413.1478627,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_111,50,105.8513447,70.81604052,93.1790006,131.0666295,262.133259,16.38332869,258.6649057,400.9130153,35,1,663.0462743,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_112,50,135.7936951,90.84789468,119.5367034,137.0743843,274.1487686,17.13429804,331.8338888,483.2526775,35,1,757.4014461,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_113,50,96.46555962,64.5368181,84.91686585,138.8728512,277.7457024,17.3591064,235.7292197,384.7920948,35,1,662.5377972,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_114,50,62.05104053,41.5130201,54.62239482,31.72134604,63.44269208,3.965168255,151.6317681,189.9078015,35,1,253.3504936,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_115,50,45.54489952,30.47017928,40.09234112,35.0193478,70.0386956,4.377418475,111.296339,151.1267677,35,1,221.1654633,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_116,50,70.49651436,47.16316105,62.0567908,37.62466534,75.24933068,4.703083168,172.2696513,217.3411316,35,1,292.5904622,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_117,50,78.28210319,52.37182964,68.91030209,62.60181336,125.2036267,7.82522667,191.2949987,262.1660483,35,1,387.369675,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_118,50,79.30229359,53.05435138,69.80835702,49.27343101,98.54686202,6.159178876,193.7879992,251.438433,35,1,349.985295,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_119,50,70.04593473,46.86171693,61.6601538,47.8236524,95.6473048,5.97795655,171.168587,226.3914579,35,1,322.0387627,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_120,50,72.77937416,48.69042641,64.06635048,43.59128356,87.18256712,5.448910445,177.848189,229.1274346,35,1,316.3100017,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_121,50,84.10125225,56.26492232,74.03279246,84.78260647,169.5652129,10.59782581,205.5150319,299.1815735,35,1,468.7467864,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_122,50,110.9792376,74.2466731,97.69299083,32.39568727,64.79137454,4.049460909,271.1957426,315.3145888,35,1,380.1059633,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_123,50,121.4792251,81.27131263,106.9359376,85.11562565,170.2312513,10.63945321,296.8541628,394.8021009,35,1,565.0333522,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_124,50,113.4865381,75.92409245,99.90012155,117.8133315,235.626663,14.72666644,277.3227375,407.1240836,35,1,642.7507466,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_125,50,103.0951656,68.97211788,90.75278661,89.59916506,179.1983301,11.19989563,251.9297357,352.4192351,35,1,531.6175653,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_126,50,100.4101965,67.17583574,88.38925747,132.5818205,265.163641,16.57272756,245.3685788,388.5571102,35,1,653.7207512,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_127,50,98.44574303,65.8615887,86.65998505,80.60219837,161.2043967,10.0752748,240.5681186,331.5695151,35,1,492.7739119,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_128,50,89.75883637,60.04992578,79.01306017,32.79305986,65.58611972,4.099132483,219.3402551,261.6148822,35,1,327.2010019,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_133,50,99.64543265,66.66419795,87.71604985,100.9878559,201.9757118,12.62348199,243.4997545,355.0135364,35,1,556.9892482,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_134,50,117.093897,78.33746636,103.0756135,68.20750372,136.4150074,8.525937965,286.1379033,366.7144806,35,1,503.1294881,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_135,50,103.9666344,69.55514278,91.51992463,140.6824144,281.3648288,17.5853018,254.0593109,405.7241162,35,1,687.088945,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_136,50,105.7973567,70.77992179,93.13147595,93.6194457,187.2388914,11.70243071,258.5329773,363.3282001,35,1,550.5670915,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_137,50,107.7311191,72.07363607,94.83373159,117.2029863,234.4059726,14.65037329,263.258439,391.8414731,35,1,626.2474457,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_138,50,106.0837858,70.97154689,93.38361425,80.706745,161.41349,10.08834313,259.2329132,351.1456919,35,1,512.5591819,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_139,50,113.470214,75.91317139,99.88575174,35.68893689,71.37787378,4.461117111,277.2828469,324.958074,35,1,396.3359478,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_140,50,108.5814043,72.64248885,95.58222208,124.7232999,249.4465998,15.59041249,265.3362486,401.5294151,35,1,650.9760149,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_141,50,120.8709987,80.8644006,106.400527,127.0508157,254.1016314,15.88135196,295.3678631,435.186742,35,1,689.2883734,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_142,50,116.8782184,78.19317434,102.8857556,103.0361303,206.0722606,12.87951629,285.6108577,400.9932787,35,1,607.0655393,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_143,50,130.31369,87.18169408,114.7127553,92.88454668,185.7690934,11.61056834,318.4426087,425.092686,35,1,610.8617794,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_144,50,123.4265108,82.57407419,108.6500975,40.28228743,80.56457486,5.035285929,301.6126708,354.9329699,35,1,435.4975448,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_145,50,128.9167488,86.24712074,113.4830535,98.21551711,196.4310342,12.27693964,315.0289566,426.8624402,35,1,623.2934744,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_146,50,127.5517554,85.33392093,112.2814748,151.9276711,303.8553422,18.99095889,311.6933742,477.0948222,35,1,780.9501644,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_147,50,121.353748,81.18736668,106.8254824,125.627744,251.255488,15.703468,296.5475392,434.9943411,35,1,686.2498291,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_148,114.1319315,476.6686547,318.8980439,419.6026889,167.4339033,334.8678066,20.92923791,1164.817065,1382.603291,35,1,1717.471097,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_149,50,124.1921169,83.08627545,109.3240465,112.9282439,225.8564878,14.11603049,303.4835533,429.5306828,35,1,655.3871706,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_150,50,129.6183498,86.71650169,114.10066,41.12351959,82.24703918,5.140439949,316.7434323,371.5590311,35,1,453.8060703,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_151,50,121.8896867,81.54591722,107.2972594,101.3247964,202.6495928,12.66559955,297.8571922,412.0576597,35,1,614.7072525,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
157_152,50,110.4043269,73.86204974,97.18690747,105.6986802,211.3973604,13.21233503,269.7908552,387.1519643,35,1,598.5493247,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_106,50,111.6589849,74.70143361,98.29135993,88.38344521,176.7668904,11.04793065,272.8568153,373.0352237,35,1,549.8021141,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_107,50,111.2104681,74.40136956,97.8965388,115.1550254,230.3100508,14.39437818,271.7607918,398.6634019,35,1,628.9734527,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_108,50,79.67280763,53.3022305,70.13451375,89.5125255,179.025051,11.18906569,194.6934102,292.6220774,35,1,471.6471284,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_109,50,101.1354619,67.6610485,89.02769532,105.780742,211.561484,13.22259275,247.1408823,363.6049477,35,1,575.1664317,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_110,50,58.4540257,39.10656652,51.45600853,71.85417522,143.7083504,8.981771903,142.8418797,220.870776,35,1,364.5791264,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_111,50,86.29022695,57.72937723,75.95970681,151.5801127,303.1602254,18.94751409,210.8641462,371.5594237,35,1,674.7196491,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_112,50,98.16198115,65.671748,86.41019466,121.0976059,242.1952118,15.13720074,239.8747005,371.3415297,35,1,613.5367415,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_113,50,86.11279915,57.61067553,75.80352037,54.12383303,108.2476661,6.765479129,210.4305726,273.6508281,35,1,381.8984941,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_115,50,50.38395369,33.70757468,44.3520719,63.2257678,126.4515356,7.903220975,123.1213516,191.6693681,35,1,318.1209037,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_116,50,80.8918083,54.11775911,71.20757772,39.69919057,79.39838114,4.962398821,197.6722358,245.9163357,35,1,325.3147168,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_117,50,31.2168189,20.88449153,27.4795941,48.9557818,97.9115636,6.119472725,76.28335324,128.5366863,35,1,226.4482499,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_118,50,73.40742501,49.11060128,64.61921215,96.09147224,192.1829445,12.01143403,179.382933,283.2287107,35,1,475.4116552,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_119,50,68.1722964,45.6082265,60.01082429,68.64095479,137.2819096,8.580119349,166.5900483,242.432302,35,1,379.7142116,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_120,50,78.96572904,52.82918496,69.51208541,55.26429907,110.5285981,6.908037384,192.9655492,256.5712985,35,1,367.0998966,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_121,50,78.57615991,52.56855773,69.16915484,78.65475273,157.3095055,9.831844091,192.0135739,278.9686252,35,1,436.2781307,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_122,50,98.57426196,65.94756967,86.77311791,84.946697,169.893394,10.61833713,240.8821754,336.2416465,35,1,506.1350405,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_123,50,98.03250074,65.58512378,86.29621543,49.66559626,99.33119252,6.208199533,239.5582941,299.5794362,35,1,398.9106287,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_124,50,100.9330347,67.52562186,88.84950236,41.63699864,83.27399728,5.20462483,246.6462186,298.9451576,35,1,382.2191548,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_125,50,104.2688394,69.75732219,91.78595016,44.15352124,88.30704248,5.519190155,254.7977977,309.965633,35,1,398.2726755,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_126,50,95.04775526,63.58828702,83.66879863,143.4179679,286.8359358,17.92724599,232.2645851,385.7228088,35,1,672.5587446,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_127,50,97.07876367,64.94706025,85.45665815,95.73752916,191.4750583,11.96719115,237.2276831,343.2200112,35,1,534.6950695,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_128,50,87.15653609,58.30895024,76.72230288,40.72354647,81.44709294,5.090443309,212.9811129,262.9113357,35,1,344.3584286,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_132,50,39.36414491,26.33516739,34.65153601,79.94562039,159.8912408,9.993202549,96.19266398,180.2964687,35,1,340.1877095,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_133,50,100.7294503,67.38942103,88.67029074,78.11610009,156.2322002,9.764512511,246.1487272,334.9052622,35,1,491.1374623,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_134,50,96.87325255,64.80957042,85.27575047,33.97535105,67.9507021,4.246918881,236.7254834,280.9339245,35,1,348.8846266,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_135,50,110.3896964,73.85226173,97.17402851,56.10411522,112.2082304,7.013014403,269.7551032,337.5201019,35,1,449.7283323,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_136,50,106.5398141,71.27663625,93.78504761,107.5552425,215.110485,13.44440531,260.3472922,379.1567405,35,1,594.2672255,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_137,50,106.196378,71.04687266,93.4827271,52.87145075,105.7429015,6.608931344,259.5080505,323.5974285,35,1,429.34033,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_138,50,110.7443618,74.08953788,97.48623396,62.11435488,124.2287098,7.76429436,270.6217856,344.4344885,35,1,468.6631983,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_139,50,96.77532108,64.74405288,85.18954319,120.4031597,240.8063194,15.05039496,236.486172,367.1120769,35,1,607.9183963,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_140,50,116.0075791,77.61070438,102.1193478,102.3417487,204.6834974,12.79271859,283.4833095,398.07938,35,1,602.7628774,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_141,50,132.833564,88.86752528,116.9309542,40.67114421,81.34228842,5.083893026,324.600329,379.3031877,35,1,460.6454761,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_142,50,137.3990016,91.92186734,120.9498253,74.81665378,149.6333076,9.352081723,335.7567152,425.087348,35,1,574.7206556,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_143,50,129.7202481,86.78467309,114.1903592,50.34370266,100.6874053,6.292962833,316.9924373,381.0389831,35,1,481.7263884,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_144,50,122.5734357,82.00335493,107.8991511,64.80441884,129.6088377,8.100552355,299.5280436,377.2803606,35,1,506.8891983,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_145,50,107.1620585,71.69292651,94.33279796,78.2132257,156.4264514,9.776653213,261.8678472,351.4010087,35,1,507.8274601,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_146,50,136.72177,91.46878986,120.3536708,87.56382605,175.1276521,10.94547826,334.1017901,436.1080567,35,1,611.2357088,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_147,50,136.7148825,91.46418202,120.3476078,99.43310768,198.8662154,12.42913846,334.0849594,447.95978,35,1,646.8259954,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_148,50,117.2219689,78.42314827,103.1883529,56.72675923,113.4535185,7.090844904,286.4508677,355.5602293,35,1,469.0137477,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_149,50,125.1551129,83.73053334,110.1717543,73.59708235,147.1941647,9.199635294,305.83679,392.6544829,35,1,539.8486476,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_150,50,118.1778986,79.0626787,104.0298403,125.5007868,251.0015736,15.68759835,288.7868368,426.7712044,35,1,677.772778,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_151,50,119.4752241,79.93060773,105.1718522,70.40143506,140.8028701,8.800179383,291.9570618,374.9791191,35,1,515.7819892,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
158_152,50,124.6325974,83.38096311,109.7117935,35.78454789,71.56909578,4.473068486,304.5599388,353.5099019,35,1,425.0789976,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
159_107,50,115.34114,77.16484724,101.5326936,74.85826359,149.7165272,9.357282949,281.8547576,368.8969445,35,1,518.6134717,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
159_108,50,117.9375543,78.90188498,103.8182696,60.48745849,120.974917,7.560932311,288.1995165,361.1451674,35,1,482.1200844,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
159_109,50,111.478884,74.58094358,98.13282041,75.14885333,150.2977067,9.393606666,272.4167095,359.3415013,35,1,509.639208,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
159_110,50,90.33477173,60.43523465,79.52004552,59.82643348,119.652867,7.478304185,220.7476464,290.1164854,35,1,409.7693523,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
159_111,50,80.2760575,53.70581316,70.66554356,102.9040979,205.8081958,12.86301224,196.167549,307.5515121,35,1,513.3597079,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
159_112,50,82.51896412,55.20634928,72.63993319,154.7716353,309.5432706,19.34645441,201.6484546,365.1368819,35,1,674.6801525,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
159_113,50,106.2055948,71.05303883,93.49084048,45.47745949,90.95491898,5.684682436,259.5305732,316.2269336,35,1,407.1818526,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
159_114,50,95.16816715,63.66884427,83.77479501,175.6163875,351.232775,21.95204844,232.558831,418.2281939,35,1,769.4609689,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
159_115,50,76.02600804,50.86247021,66.92430284,119.2999966,238.5999932,14.91249958,185.7818647,313.1127777,35,1,551.7127709,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
159_116,50,72.72095568,48.65134362,64.01492576,68.71579588,137.4315918,8.589474485,177.705434,254.1030209,35,1,391.5346127,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
159_117,50,32.12450417,21.49174576,28.27861282,36.44953108,72.89906216,4.556191385,78.50142922,118.3443938,35,1,191.243456,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
159_118,50,76.4226343,51.12781876,67.27344568,65.07011368,130.1402274,8.13376421,186.7510853,259.8940124,35,1,390.0342398,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
159_119,50,59.15663002,39.5766187,52.07449825,36.78238975,73.5647795,4.597798719,144.5588072,187.5901367,35,1,261.1549162,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
159_120,50,80.06304958,53.56330786,70.47803659,84.49815266,168.9963053,10.56226908,195.6470296,288.6025467,35,1,457.598852,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
159_121,50,81.6148798,54.60150413,71.84408432,92.17344271,184.3468854,11.52168034,199.4391781,300.233911,35,1,484.5807964,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
159_122,50,89.5480669,59.90891804,78.82752367,81.14979086,162.2995817,10.14372386,218.8252058,309.4342995,35,1,471.7338812,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
159_123,50,101.6148735,67.98178162,89.44971257,54.68644419,109.3728884,6.835805524,248.3124022,313.7328119,35,1,423.1057003,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
159_124,50,84.05052467,56.23098486,73.9881379,37.15716363,74.31432726,4.644645454,205.3910709,251.4268111,35,1,325.7411383,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
